0.1000000000000000056 0.007397463 0.006148534 0.008550965 0.1079109 0.08686042 0.1194517 
0.2000000000000000111 0.005187605 0.004382783 0.00598857 0.07521231 0.06123792 0.08477553 
0.3000000000000000444 0.004297358 0.003549233 0.004927017 0.06129434 0.05044805 0.06874461 
0.4000000000000000222 0.003691173 0.003093625 0.004251836 0.05316078 0.04386589 0.059492 
0.5 0.003329935 0.002730412 0.003837997 0.04798059 0.03940308 0.05367103 
0.6000000000000000888 0.003012871 0.002497779 0.003496809 0.04377231 0.03544576 0.04866335 
0.7000000000000000666 0.002782851 0.002341838 0.003268483 0.04026141 0.0327485 0.04524116 
0.8000000000000000444 0.002614816 0.002174207 0.003028652 0.03787723 0.03086057 0.04213434 
0.9000000000000000222 0.002492511 0.002084786 0.002837027 0.0358534 0.02952684 0.03946079 
1 0.002310251 0.001923027 0.00271171 0.03403633 0.02719141 0.03693351 
1.100000000000000089 0.002227061 0.001841443 0.002551665 0.03262665 0.02656153 0.03536372 
1.200000000000000178 0.002138763 0.001788677 0.002464816 0.03077482 0.02501642 0.03408643 
1.300000000000000044 0.002086786 0.001732229 0.002367514 0.02955669 0.02367741 0.032787 
1.400000000000000133 0.001993047 0.001620544 0.002331168 0.02834203 0.023112 0.03213256 
1.5 0.001940864 0.001565937 0.002206513 0.027213 0.02262503 0.02999835 
1.600000000000000089 0.001848255 0.001521007 0.00215473 0.0261499 0.02158109 0.02929126 
1.700000000000000178 0.001842776 0.001490971 0.00212451 0.02584214 0.02095963 0.02883915 
1.800000000000000044 0.001785197 0.001464811 0.001997061 0.02425097 0.02067724 0.02792849 
1.900000000000000133 0.00175852 0.001440696 0.001964068 0.02423354 0.02030291 0.02720364 
2 0.001698776 0.001340358 0.001930188 0.02350169 0.01976614 0.02600441 
2.100000000000000089 0.001691459 0.001335486 0.00189701 0.02299104 0.01898945 0.02547663 
2.200000000000000178 0.001616552 0.00130756 0.001849277 0.02258269 0.01908211 0.02453059 
2.300000000000000266 0.001621291 0.001311043 0.001748088 0.02230143 0.01847381 0.02518054 
